"Rank","Name","W","L","Pct"
"112","William & Mary","31","17-14","388"
"","Western Ky.","32","15-17","388"
"","Syracuse","32","18-14","388"
"","Vanderbilt","31","17-14","388"
"116","Drake","31","7-24","389"
"","Evansville","33","16-17","389"
"","Washington St.","31","13-18","389"
"","Western Mich.","31","16-15","389"
"","Pepperdine","31","9-22","389"
"121","Jackson St.","32","14-18","390"
"","South Dakota","33","22-11","390"
"","Northeastern","31","15-16","390"
"124","Houston Baptist","29","17-12","391"
"","Tennessee","31","16-15","391"
"126","Miami (FL)","31","21-10","392"
"","New Mexico","30","17-13","392"
"","UTEP","30","14-16","392"
"129","Montana St.","32","16-16","393"
"130","Loyola Marymount","30","15-15","395"
"","VMI","30","6-24","395"
"","Albany (NY)","33","21-12","395"
"133","California","31","20-11","396"
"","Colorado","32","19-13","396"
"","Pittsburgh","33","16-17","396"
"","Delaware","33","13-20","396"
"","Indiana St.","31","11-20","396"
"","American","30","8-22","396"
"139","Binghamton","32","12-20","397"
"140","Southern Ill.","33","17-16","398"
"","VCU","31","24-7","398"
"142","Fairleigh Dickinson","30","11-19","399"
"","George Mason","31","19-12","399"
"","Hawaii","29","14-15","399"
"","A&M-Corpus Christi","29","19-10","399"
"","Stanford","31","14-17","399"
"147","Fresno St.","30","19-11","400"
"148","Marshall","32","18-14","401"
"","IUPUI","32","14-18","401"
"","Maryland","31","24-7","401"
"","New Hampshire","32","20-12","401"
"","Dartmouth","27","7-20","401"
"153","McNeese","29","7-22","403"
"","Murray St.","33","16-17","403"
"","Fairfield","30","16-14","403"
"","Purdue","31","25-6","403"
"157","Kansas","31","28-3","404"
"","San Francisco","32","20-12","404"
"","Denver","30","16-14","404"
"","New Mexico St.","30","25-5","404"
"","Morehead St.","30","14-16","404"
"162","Wofford","33","16-17","405"
"","USC Upstate","32","17-15","405"
"","Southern Miss.","31","9-22","405"
"","UTSA","32","14-18","405"
"","Utah","30","20-10","405"
"","Cleveland St.","31","9-22","405"
"168","Missouri St.","33","17-16","406"
"","Youngstown St.","34","13-21","406"
"","Xavier","32","20-12","406"
"171","Florida A&M","30","7-23","407"
"","Northern Colo.","29","11-18","407"
"","High Point","31","15-16","407"
"","UMES","32","13-19","407"
"175","Bowling Green","32","13-19","408"
"","Washington","30","9-21","408"
"","Tulane","30","6-24","408"
"","UT Arlington","31","24-7","408"
"179","Marist","32","8-24","409"
"","Seton Hall","30","20-10","409"
"181","Coastal Caro.","32","16-16","410"
"","UNLV","32","11-21","410"
"","Kansas St.","31","19-12","410"
"","FGCU","33","26-7","410"
"","Southeast Mo. St.","33","15-18","410"
"","North Texas","30","8-22","410"
"187","Iona","34","22-12","411"
"","Morgan St.","29","14-15","411"
"","Nebraska","31","12-19","411"
"","Georgia","31","18-13","411"
"191","Illinois St.","33","27-6","412"
"","George Washington","31","18-13","412"
"","Fordham","31","13-18","412"
"","Little Rock","32","15-17","412"
"","FIU","31","7-24","412"
"196","Jacksonville","32","17-15","413"
"","Hampton","29","14-15","413"
"","Furman","32","21-11","413"
"","Chattanooga","31","19-12","413"
"","Bethune-Cookman","32","10-22","413"
"","Monmouth","33","27-6","413"
"","Valparaiso","32","24-8","413"
"","Central Conn. St.","29","6-23","413"
"204","Appalachian St.","30","9-21","414"
"","Arkansas St.","32","20-12","414"
"206","Baylor","31","25-6","416"
"207","Oklahoma St.","31","20-11","417"
"208","Troy","33","19-14","418"
"","Georgia St.","30","19-11","418"
"210","Idaho St.","31","5-26","419"
"","Maine","32","7-25","419"
"","Milwaukee","35","11-24","419"
"","Penn St.","32","15-17","419"
"","South Ala.","32","14-18","419"
"","South Carolina","31","22-9","419"
"","St. John's (NY)","32","14-18","419"
"","Cornell","29","8-21","419"
"218","La.-Monroe","32","9-23","420"
"","TCU","32","18-14","420"
"220","Winthrop","32","26-6","421"
"","Mississippi St.","31","16-15","421"
"222","Wagner","30","16-14","422"
"","Fort Wayne","31","19-12","422"
"224","Ohio St.","32","17-15","423"
"","Seattle U","29","13-16","423"
"226","Chicago St.","31","6-25","424"
"","Portland","33","11-22","424"
"","Alabama","30","17-13","424"
"","Alcorn","30","17-13","424"
"230","Drexel","32","9-23","425"
"","Saint Louis","32","12-20","425"
"","Texas A&M","30","16-14","425"
"","Kent St.","32","19-13","425"
"234","Rutgers","32","15-17","426"
"","Towson","33","20-13","426"
"236","Iowa","31","18-13","427"
"237","Bryant","32","12-20","428"
"","North Carolina St.","32","15-17","428"
"","Oklahoma","31","11-20","428"
"","Toledo","32","17-15","428"
"","Niagara","33","10-23","428"
"242","Texas","32","11-21","429"
"243","Northern Ill.","32","15-17","430"
"","Lamar University","32","19-13","430"
"245","Kennesaw St.","32","14-18","431"
"","Savannah St.","29","13-16","431"
"","Brown","30","13-17","431"
"","UC Irvine","32","19-13","431"
"249","Eastern Ky.","31","12-19","432"
"","Louisiana","32","21-11","432"
"","Utah Valley","29","14-15","432"
"252","Grambling","32","16-16","433"
"","Wyoming","32","18-14","433"
"","Green Bay","31","18-13","433"
"","CSU Bakersfield","29","21-8","433"
"256","Tennessee Tech","32","12-20","434"
"","Auburn","32","18-14","434"
"258","East Carolina","31","14-17","435"
"","UAB","32","17-15","435"
"260","Canisius","33","18-15","436"
"","NJIT","31","11-20","436"
"","Delaware St.","32","10-22","436"
"","Oakland","32","24-8","436"
"","SIUE","30","6-24","436"
"","Prairie View","33","13-20","436"
"","Lafayette","30","9-21","436"
"267","Georgia Tech","32","17-15","438"
"268","Northwestern St.","29","13-16","439"
"269","Southern Utah","32","6-26","440"
"","South Dakota St.","34","18-16","440"
"","Southern U.","32","15-17","440"
"272","UC Davis","31","19-12","441"
"273","Sam Houston St.","32","20-12","442"
"274","Michigan St.","31","18-13","443"
"275","Tulsa","30","14-16","444"
"","Omaha","32","18-14","444"
"277","Campbell","34","17-17","445"
"","UCF","30","20-10","445"
"279","Central Ark.","32","8-24","446"
"280","Mt. St. Mary's","34","19-15","447"
"","Cal St. Fullerton","29","16-13","447"
"282","Quinnipiac","31","10-21","448"
"283","UMKC","31","16-15","449"
"","BYU","33","22-11","449"
"285","Lehigh","32","20-12","450"
"286","Bucknell","34","26-8","451"
"","Norfolk St.","31","16-15","451"
"","Nicholls St.","31","14-17","451"
"","Ole Miss","31","19-12","451"
"","Presbyterian","30","5-25","451"
"","DePaul","32","9-23","451"
"","Coppin St.","33","8-25","451"
"","LSU","31","10-21","451"
"","Detroit Mercy","31","8-23","451"
"295","Tennessee St.","30","17-13","452"
"296","Buffalo","31","17-14","453"
"297","Duquesne","32","10-22","454"
"","Georgetown","32","14-18","454"
"299","Longwood","30","6-24","456"
"300","Ball St.","31","20-11","458"
"301","Boston U.","32","18-14","459"
"302","Mississippi Val.","32","7-25","460"
"","Northern Ky.","34","24-10","460"
"","LIU Brooklyn","32","20-12","460"
"305","Long Beach St.","32","14-18","461"
"306","UNCG","34","25-9","462"
"","Hartford","32","9-23","462"
"308","Jacksonville St.","34","20-14","463"
"309","Navy","32","16-16","464"
"310","Northern Ariz.","32","9-23","465"
"","Loyola Maryland","31","15-16","465"
"312","Samford","34","19-15","466"
"","N.C. A&T","32","3-29","466"
"314","James Madison","33","10-23","467"
"","Miami (OH)","32","11-21","467"
"","Boston College","32","9-23","467"
"317","South Fla.","29","7-22","468"
"318","Radford","32","14-18","470"
"","Colgate","32","10-22","470"
"320","Indiana","31","17-14","472"
"321","Massachusetts","32","15-17","473"
"","The Citadel","33","12-21","473"
"323","Gardner-Webb","33","19-14","474"
"","Wright St.","32","20-12","474"
"325","Saint Francis (PA)","32","16-16","476"
"","Siena","34","17-17","476"
"327","Rider","33","18-15","481"
"","Rice","32","22-10","481"
"329","Army West Point","32","13-19","483"
"330","Alabama St.","31","8-23","488"
"331","Oregon St.","32","5-27","491"
"","UTRGV","31","10-21","491"
"333","Howard","33","10-23","494"
"334","New Orleans","29","18-11","496"
"335","Robert Morris","33","14-19","497"
"336","Bradley","33","13-20","499"
"337","Lipscomb","33","20-13","500"
"338","UT Martin","33","21-12","501"
"339","ETSU","34","27-7","502"
"340","Southeastern La.","32","16-16","512"
"341","Western Caro.","32","9-23","516"
"","Sacred Heart","32","13-19","516"
"343","SFA","30","17-13","527"
"344","Manhattan","32","10-22","530"
"345","Ill.-Chicago","33","15-18","531"
"346","North Florida","34","15-19","541"
"347","Ark.-Pine Bluff","32","7-25","578"
Reclassifying
"NR","Incarnate Word","29","12-17","391"
"NR","Grand Canyon","31","22-9","397"
"NR","Abilene Christian","29","13-16","412"
"NR","UMass Lowell","31","11-20","474"

NCAA Men's Basketball
Division IFewest Fouls
Through Games 03/08/2017


"Rank","Name","GM","W-L","Fouls"
"1","Yale","27","17-10","431"
"2","Princeton","27","21-6","438"
"3","SMU","31","27-4","447"
"4","Villanova","31","28-3","454"
"5","UCF","30","20-10","460"
"6","UNI","30","14-16","464"
"7","Notre Dame","31","23-8","468"
"8","St. Mary's (CA)","32","28-4","472"
"9","Michigan","31","20-11","474"
"10","Western Ky.","32","15-17","475"
"11","Iowa St.","30","20-10","479"
"12","Miami (FL)","31","21-10","481"
"13","Penn","27","13-14","484"
"14","Purdue","31","25-6","485"
"15","Cincinnati","31","27-4","486"
"16","Louisiana Tech","31","22-9","487"
"17","Clemson","32","17-15","489"
"","George Washington","31","18-13","489"
"19","Dartmouth","27","7-20","494"
"","Southern California","31","23-8","494"
"","Oregon","31","27-4","494"
"22","Texas A&M","30","16-14","498"
"","Belmont","28","22-6","498"
"24","UCLA","31","28-3","499"
"","Virginia","31","22-9","499"
"26","Wisconsin","31","23-8","500"
"","Utah","30","20-10","500"
"28","North Dakota St.","30","19-11","501"
"29","Washington St.","31","13-18","502"
"","UC Santa Barbara","28","6-22","502"
"31","Creighton","31","23-8","503"
"32","Columbia","27","11-16","506"
"","New Hampshire","32","20-12","506"
"34","Virginia Tech","31","22-9","507"
"35","UAB","32","17-15","508"
"36","Weber St.","29","17-12","509"
"37","UConn","30","14-16","510"
"38","New Orleans","29","18-11","511"
"39","Harvard","27","18-9","512"
"40","Arizona","31","27-4","514"
"","East Carolina","31","14-17","514"
"","Syracuse","32","18-14","514"
"43","Lafayette","30","9-21","515"
"44","Holy Cross","32","15-17","516"
"45","Saint Peter's","32","19-13","517"
"46","Presbyterian","30","5-25","519"
"","Memphis","31","19-12","519"
"48","George Mason","31","19-12","520"
"","Ohio","29","19-10","520"
"50","Saint Francis (PA)","32","16-16","521"
"51","Northeastern","31","15-16","522"
"","Nevada","31","25-6","522"
"53","Minnesota","31","23-8","523"
"54","Vermont","33","28-5","524"
"","Providence","31","20-11","524"
"56","Georgia Tech","32","17-15","525"
"57","Alabama A&M","29","2-27","526"
"","Vanderbilt","31","17-14","526"
"59","Southern Miss.","31","9-22","527"
"60","Cornell","29","8-21","529"
"61","UNC Asheville","32","23-9","531"
"","Pepperdine","31","9-22","531"
"63","Elon","32","18-14","532"
"64","Oral Roberts","30","8-22","535"
"","UC Riverside","27","7-20","535"
"66","USC Upstate","32","17-15","537"
"67","San Diego St.","31","18-13","538"
"68","Lehigh","32","20-12","539"
"","UNLV","32","11-21","539"
"70","Central Conn. St.","29","6-23","540"
"","Texas St.","30","18-12","540"
"","High Point","31","15-16","540"
"","Davidson","29","15-14","540"
"","Longwood","30","6-24","540"
"","La Salle","29","15-14","540"
"76","Colorado St.","31","21-10","541"
"77","Arizona St.","32","15-17","542"
"78","Gonzaga","33","32-1","543"
"79","Seattle U","29","13-16","544"
"80","Baylor","31","25-6","545"
"","Hofstra","32","15-17","545"
"","Loyola Chicago","32","18-14","545"
"","Binghamton","32","12-20","545"
"84","Tulsa","30","14-16","546"
"","Western Ill.","28","8-20","546"
"86","Old Dominion","30","19-11","547"
"","Austin Peay","30","11-19","547"
"","Sacramento St.","30","13-17","547"
"","Mercer","32","15-17","547"
"","Hawaii","29","14-15","547"
"91","American","30","8-22","549"
"","Toledo","32","17-15","549"
"93","Fairfield","30","16-14","550"
"","Radford","32","14-18","550"
"","Saint Joseph's","31","11-20","550"
"96","Pittsburgh","33","16-17","551"
"","N.C. Central","31","23-8","551"
"98","Utah St.","29","13-16","552"
"99","Cal Poly","30","11-19","554"
"100","Kansas St.","31","19-12","555"
"101","Iowa","31","18-13","556"
"","South Fla.","29","7-22","556"
"103","Texas Southern","32","21-11","557"
"","Oakland","32","24-8","557"
"","TCU","32","18-14","557"
"","New Mexico St.","30","25-5","557"
"107","Middle Tenn.","31","27-4","558"
"108","Fort Wayne","31","19-12","559"
"","La.-Monroe","32","9-23","559"
"110","Texas Tech","32","18-14","561"
"","Temple","31","16-15","561"
"","Houston Baptist","29","17-12","561"
"","Eastern Ill.","29","14-15","561"
"114","Seton Hall","30","20-10","562"
"","Ohio St.","32","17-15","562"
"","Richmond","30","19-11","562"
"","Maine","32","7-25","562"
"118","Northern Colo.","29","11-18","563"
"","Kansas","31","28-3","563"
"120","Houston","30","21-9","564"
"121","Utah Valley","29","14-15","565"
"","Akron","31","24-7","565"
"","Rutgers","32","15-17","565"
"","Dayton","30","24-6","565"
"","Drake","31","7-24","565"
"126","North Carolina","32","26-6","566"
"","William & Mary","31","17-14","566"
"128","Youngstown St.","34","13-21","567"
"","South Dakota St.","34","18-16","567"
"130","Northwestern St.","29","13-16","568"
"","A&M-Corpus Christi","29","19-10","568"
"","Illinois","31","18-13","568"
"","San Jose St.","29","14-15","568"
"","North Texas","30","8-22","568"
"135","Portland St.","30","15-15","569"
"","Florida A&M","30","7-23","569"
"","Butler","30","23-7","569"
"138","Texas","32","11-21","570"
"","Chattanooga","31","19-12","570"
"","Fla. Atlantic","30","10-20","570"
"141","UTEP","30","14-16","571"
"","Savannah St.","29","13-16","571"
"143","Furman","32","21-11","572"
"","FIU","31","7-24","572"
"145","Maryland","31","24-7","574"
"","McNeese","29","7-22","574"
"147","Alcorn","30","17-13","576"
"","UMBC","30","18-12","576"
"149","Duke","32","24-8","577"
"150","Idaho St.","31","5-26","578"
"","Nebraska","31","12-19","578"
"","Coastal Caro.","32","16-16","578"
"153","Florida","31","24-7","579"
"154","Albany (NY)","33","21-12","580"
"","Charlotte","30","13-17","580"
"","Western Mich.","31","16-15","580"
"157","North Dakota","28","19-9","581"
"","Penn St.","32","15-17","581"
"159","Portland","33","11-22","582"
"","Col. of Charleston","34","25-9","582"
"161","Marquette","30","19-11","583"
"","Morgan St.","29","14-15","583"
"","Winthrop","32","26-6","583"
"","Air Force","32","12-20","583"
"165","Georgia","31","18-13","585"
"","UT Martin","33","21-12","585"
"","Illinois St.","33","27-6","585"
"","Missouri St.","33","17-16","585"
"","North Carolina St.","32","15-17","585"
"170","California","31","20-11","586"
"171","Colorado","32","19-13","587"
"172","Northern Ariz.","32","9-23","590"
"","UT Arlington","31","24-7","590"
"174","Little Rock","32","15-17","591"
"","Alabama","30","17-13","591"
"176","Fordham","31","13-18","592"
"","Troy","33","19-14","592"
"178","Marshall","32","18-14","593"
"179","Wright St.","32","20-12","594"
"","Chicago St.","31","6-25","594"
"","Navy","32","16-16","594"
"182","LSU","31","10-21","595"
"","VMI","30","6-24","595"
"","Southern Ill.","33","17-16","595"
"185","South Carolina St.","31","11-20","596"
"","Louisiana","32","21-11","596"
"","New Mexico","30","17-13","596"
"188","Boston College","32","9-23","597"
"","Brown","30","13-17","597"
"","Duquesne","32","10-22","597"
"191","Loyola Maryland","31","15-16","598"
"192","Kentucky","31","26-5","599"
"","NJIT","31","11-20","599"
"","Nicholls St.","31","14-17","599"
"195","San Diego","31","13-18","600"
"","Stony Brook","31","18-13","600"
"","Louisville","31","24-7","600"
"198","Northern Ky.","34","24-10","601"
"","Oklahoma","31","11-20","601"
"200","Boise St.","29","19-10","602"
"","Valparaiso","32","24-8","602"
"","Hampton","29","14-15","602"
"203","Denver","30","16-14","603"
"","Colgate","32","10-22","603"
"","Northwestern","31","21-10","603"
"206","Stanford","31","14-17","604"
"","Niagara","33","10-23","604"
"","Hartford","32","9-23","604"
"","Georgia St.","30","19-11","604"
"210","Florida St.","31","24-7","605"
"","Jacksonville","32","17-15","605"
"212","Central Ark.","32","8-24","606"
"213","Rice","32","22-10","608"
"","Delaware St.","32","10-22","608"
"","Quinnipiac","31","10-21","608"
"","Stetson","32","11-21","608"
"","Washington","30","9-21","608"
"218","Green Bay","31","18-13","609"
"219","Boston U.","32","18-14","610"
"","Loyola Marymount","30","15-15","610"
"221","Xavier","32","20-12","611"
"","Southern U.","32","15-17","611"
"","Oregon St.","32","5-27","611"
